SAMPLENAME	old_samplename	Monkey	Month..round.	Year	Month	Day	Cell.Type	simple_cell_type	Experiment	Other	Run	GIVENNAME	MAPPED	READS	MAP_percent	threshold	LibID	Month_timepoint
zk22_20170927_CD14p_sampled_CD152_i523_S41_L008_R1_001.fastq	zk22_20170927_CD14p_sampled_CD152_i523_S41_L008_R1_001.fastq											19.5m Mono 20170927	3250053	4000000	81.251325	100	GAGTTC	19.5
zk22_20170926_CD3p_sampled_CD152_i519_S37_L008_R1_001.fastq	zk22_20170926_CD3p_sampled_CD152_i519_S37_L008_R1_001.fastq											19.5m T 20170927	3265984	4000000	81.6496	100	GAGTTC	19.5
zk22_1m_CD41p_GFPn_RNA_stephanie_pp_50trim_CD134_R6.fastq	zk22_1m_CD41p_GFPn_RNA_stephanie_pp_50trim_CD134_R6.fastq											1m CD41p GFPn R     	11058	4000000	0.27645	100	GAGTTC	1
zk22_1m_20160308_Gr_sampled_DE2382_FX30_N711_S19_L004_R1_001.fastq	zk22_1m_20160308_Gr_sampled_DE2382_FX30_N711_S19_L004_R1_001.fastq							Gr				1m Gr F FX30     	2963064	4000000	74.0766	100	GAGTTC	1
ZK22_19m_PB_RBC_RNA_20170912_FX45_sampled_FX45_i501_S1_L003_R1_001.fastq	ZK22_19m_PB_RBC_RNA_20170912_FX45_sampled_FX45_i501_S1_L003_R1_001.fastq											 19m PB RBC RNA 20170912 FX45	3151773	4000000	78.794325	100	GAGTTC	19
ZK22_17hm_7202017_PB_RBC2_RNA_sampled_FX43_i521_S17_L003_R1_001.fastq	ZK22_17hm_7202017_PB_RBC2_RNA_sampled_FX43_i521_S17_L003_R1_001.fastq											17.5m 20170720 PB RBC2 R FX43	3246804	4000000	81.1701	100	GAGTTC	17.5
ZK22_17hm_20170720_PB_RBC2_RNA_sampled_LT2796_FX38_i526_S21_L002_R1_001.fastq	ZK22_17hm_20170720_PB_RBC2_RNA_sampled_LT2796_FX38_i526_S21_L002_R1_001.fastq											17.5m 20170720 PB RBC2 R FX38     	3220990	4000000	80.52475	100	GAGTTC	17.5
ZK22_17hm_20170720_PB_RBC1_RNA_sampled_LT2796_FX38_i524_S20_L002_R1_001.fastq	ZK22_17hm_20170720_PB_RBC1_RNA_sampled_LT2796_FX38_i524_S20_L002_R1_001.fastq											17.5m 20170720 PB RBC1 R FX38     	3200631	4000000	80.015775	100	GAGTTC	17.5
ZK22_17_5m_T_fixed_sampled_LT2763_CD150_i515_S73_L008_R1_001.fastq	ZK22_17_5m_T_fixed_sampled_LT2763_CD150_i515_S73_L008_R1_001.fastq											17.5m T fixed CD150     	3282034	4000000	82.05085	100	GAGTTC	17.5
ZK22_17_5m_PLT_sampled_LT2763_CD150_i526_S80_L008_R1_001.fastq	ZK22_17_5m_PLT_sampled_LT2763_CD150_i526_S80_L008_R1_001.fastq											17.5m PLT CD150     	1901196	4000000	47.5299	100	GAGTTC	17.5
ZK22_17_5m_NKG2ApCD16pKIR2Dn_fixed_sampled_LT2763_CD149_i514_S48_L007_R1_001.fastq	ZK22_17_5m_NKG2ApCD16pKIR2Dn_fixed_sampled_LT2763_CD149_i514_S48_L007_R1_001.fastq											DO NOT USE 17.5m NKG2A+CD16+ KIR2D- fixed     	5245	4000000	0.131125	100	GAGTTC	17.5
ZK22_17_5m_NKG2ApCD16p_fixed_sampled_LT2763_CD149_i512_S47_L007_R1_001.fastq	ZK22_17_5m_NKG2ApCD16p_fixed_sampled_LT2763_CD149_i512_S47_L007_R1_001.fastq											17.5m NKG2A+CD16+ fixed CD149     	3256983	4000000	81.424575	100	GAGTTC	17.5
ZK22_17_5m_NKg2anCD16p_fixed_sampled_LT2763_CD149_i515_S49_L007_R1_001.fastq	ZK22_17_5m_NKg2anCD16p_fixed_sampled_LT2763_CD149_i515_S49_L007_R1_001.fastq											DO NOT USE 17.5m NKG2A-CD16+ fixed     	39053	4000000	0.976325	100	GAGTTC	17.5
ZK22_17_5m_Mono_fixed_sampled_LT2763_CD150_i518_S75_L008_R1_001.fastq	ZK22_17_5m_Mono_fixed_sampled_LT2763_CD150_i518_S75_L008_R1_001.fastq											17.5m mono fixed CD150     	3212561	4000000	80.314025	100	GAGTTC	17.5
ZK22_17_5m_Gr_ficolled_sampled_LT2763_CD150_i512_S71_L008_R1_001.fastq	ZK22_17_5m_Gr_ficolled_sampled_LT2763_CD150_i512_S71_L008_R1_001.fastq											17.5 gran fixed CD150     	3244303	4000000	81.107575	100	GAGTTC	17.5
ZK22_17_5m_B_fixed_sampled_LT2763_CD150_i516_S74_L008_R1_001.fastq	ZK22_17_5m_B_fixed_sampled_LT2763_CD150_i516_S74_L008_R1_001.fastq											17.5m B fixed CD150     	3288633	4000000	82.215825	100	GAGTTC	17.5
zk22_15hm_PB_T_RNA_20170530_sampled_FX36_N719_S14_L008_R1_001.fastq	zk22_15hm_PB_T_RNA_20170530_sampled_FX36_N719_S14_L008_R1_001.fastq											15.5m PB T R FX36     	3233078	4000000	80.82695	100	GAGTTC	15.5
zk22_15hm_PB_rbc_RNA_20170530_sampled_FX36_N718_S13_L008_R1_001.fastq	zk22_15hm_PB_rbc_RNA_20170530_sampled_FX36_N718_S13_L008_R1_001.fastq											15.5m PB rbc R FX36     	3105426	4000000	77.63565	100	GAGTTC	15.5
zk22_15hm_PB_NK_CD16sp_NKP80p_RNA_20170530_sampled_FX36_N721_S16_L008_R1_001.fastq	zk22_15hm_PB_NK_CD16sp_NKP80p_RNA_20170530_sampled_FX36_N721_S16_L008_R1_001.fastq											15.5m PB NK CD16sp NKP80p     	3115849	4000000	77.896225	100	GAGTTC	15.5
zk22_15hm_PB_Mono_RNA_20170530_sampled_FX36_N722_S17_L008_R1_001.fastq	zk22_15hm_PB_Mono_RNA_20170530_sampled_FX36_N722_S17_L008_R1_001.fastq											15.5m PB Mono R FX36     	3196789	4000000	79.919725	100	GAGTTC	15.5
zk22_15hm_PB_B_RNA_20170530_sampled_FX36_N720_S15_L008_R1_001.fastq	zk22_15hm_PB_B_RNA_20170530_sampled_FX36_N720_S15_L008_R1_001.fastq											15.5m PB B R FX36     	3240832	4000000	81.0208	100	GAGTTC	15.5
zk22_15hm_BM_T_RNA_20170530_sampled_FX36_N723_S18_L008_R1_001.fastq	zk22_15hm_BM_T_RNA_20170530_sampled_FX36_N723_S18_L008_R1_001.fastq											15.5m BM T R FX36     	3221351	4000000	80.533775	100	GAGTTC	15.5
zk22_15hm_BM_T_RNA_20170530_repeat_sampled_FX36_N724_S19_L008_R1_001.fastq	zk22_15hm_BM_T_RNA_20170530_repeat_sampled_FX36_N724_S19_L008_R1_001.fastq											15.5m BM T R rep FX36     	3243341	4000000	81.083525	100	GAGTTC	15.5
zk22_15hm_BM_nRBC_RNA_20170530_sampled_FX36_N716_S12_L008_R1_001.fastq	zk22_15hm_BM_nRBC_RNA_20170530_sampled_FX36_N716_S12_L008_R1_001.fastq											15.5m BM nRBC R FX36     	3213562	4000000	80.33905	100	GAGTTC	15.5
zk22_15hm_BM_NK_CD16sp_NKP80p_RNA_20170530_sampled_FX36_N727_S21_L008_R1_001.fastq	zk22_15hm_BM_NK_CD16sp_NKP80p_RNA_20170530_sampled_FX36_N727_S21_L008_R1_001.fastq											15.5m BM NK CD16sp NKP80p R FX36     	3051414	4000000	76.28535	100	GAGTTC	15.5
zk22_15hm_BM_Mono_RNA_20170530_sampled_FX36_N728_S22_L008_R1_001.fastq	zk22_15hm_BM_Mono_RNA_20170530_sampled_FX36_N728_S22_L008_R1_001.fastq											15.5m BM Mono R FX36     	3204395	4000000	80.109875	100	GAGTTC	15.5
zk22_15hm_BM_B_RNA_20170530_sampled_FX36_N726_S20_L008_R1_001.fastq	zk22_15hm_BM_B_RNA_20170530_sampled_FX36_N726_S20_L008_R1_001.fastq											15.5m BM B R FX36     	3191182	4000000	79.77955	100	GAGTTC	15.5
ZK22_15hm_5302017_PB_MONO_CELL__sampled_FX43_i515_S12_L003_R1_001.fastq	ZK22_15hm_5302017_PB_MONO_CELL__sampled_FX43_i515_S12_L003_R1_001.fastq											15.5m 20170530 Mono FX43	3321453	4000000	83.036325	100	GAGTTC	15.5
ZK22_15hm_5302017_PB_Grans_sampled_FX43_i516_S13_L003_R1_001.fastq	ZK22_15hm_5302017_PB_Grans_sampled_FX43_i516_S13_L003_R1_001.fastq							Gr				15.5m 20170530 Gr FX43	1241475	4000000	31.036875	100	GAGTTC	15.5
ZK22_15hm_20170530_PB_T_CELL_sampled_LT2796_FX38_i501_S1_L002_R1_001.fastq	ZK22_15hm_20170530_PB_T_CELL_sampled_LT2796_FX38_i501_S1_L002_R1_001.fastq											15.5m 20170530 PB T CELL  FX38     	3327211	4000000	83.180275	100	GAGTTC	15.5
ZK22_15hm_20170530_PB_56pNKP80p_NK_CELL_sampled_LT2796_FX38_i504_S4_L002_R1_001.fastq	ZK22_15hm_20170530_PB_56pNKP80p_NK_CELL_sampled_LT2796_FX38_i504_S4_L002_R1_001.fastq											15.5m 20170530 PB 56+NKP80+ NK CELL FX38     	3303543	4000000	82.588575	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_T_CELL_sampled_FX37_i501_S1_L006_R1_001.fastq	ZK22_15hm_20170530_BM_T_CELL_sampled_FX37_i501_S1_L006_R1_001.fastq											15.5m BM T Cell 20170530 FX37     	3258779	4000000	81.469475	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_NRBC_sampled_LT2796_FX38_i505_S5_L002_R1_001.fastq	ZK22_15hm_20170530_BM_NRBC_sampled_LT2796_FX38_i505_S5_L002_R1_001.fastq											15.5m 20170530 BM NRBC FX38     	3297063	4000000	82.426575	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_Mono_CELL_sampled_FX37_i504_S4_L006_R1_001.fastq	ZK22_15hm_20170530_BM_Mono_CELL_sampled_FX37_i504_S4_L006_R1_001.fastq											15.5m BM mono Cell 20170530 FX37     	3132981	4000000	78.324525	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_grans_CELL_sampled_FX37_i507_S7_L006_R1_001.fastq	ZK22_15hm_20170530_BM_grans_CELL_sampled_FX37_i507_S7_L006_R1_001.fastq											15.5m BM grans Cell 20170530 FX37     	3256307	4000000	81.407675	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_Grans_CELL_RNA_sampled_LT2796_FX38_i516_S13_L002_R1_001.fastq	ZK22_15hm_20170530_BM_Grans_CELL_RNA_sampled_LT2796_FX38_i516_S13_L002_R1_001.fastq											15.5m 20170530 BM Grans CELL R FX38     	3118475	4000000	77.961875	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_CD16p_NKG2Ap_CELL_sampled_FX37_i503_S3_L006_R1_001.fastq	ZK22_15hm_20170530_BM_CD16p_NKG2Ap_CELL_sampled_FX37_i503_S3_L006_R1_001.fastq											15.5m BM CD16p NKG2Ap Cell 20170530 FX37     	2806271	4000000	70.156775	100	GAGTTC	15.5
ZK22_15hm_20170530_BM_B_CELL_sampled_FX37_i502_S2_L006_R1_001.fastq	ZK22_15hm_20170530_BM_B_CELL_sampled_FX37_i502_S2_L006_R1_001.fastq											15.5m BM B Cell 20170530 FX37     	3198761	4000000	79.969025	100	GAGTTC	15.5
ZK22_155hm_201705307_PB_16pNKP80p_NK_CELL_sampled_LT2796_FX38_i503_S3_L002_R1_001.fastq	ZK22_155hm_201705307_PB_16pNKP80p_NK_CELL_sampled_LT2796_FX38_i503_S3_L002_R1_001.fastq											15.5m 20170530 PB 16+NKP80+ NK CELL FX38     	3120274	4000000	78.00685	100	GAGTTC	15.5
ZK22_155hm_20170530_PB_B_CELL_sampled_LT2796_FX38_i502_S2_L002_R1_001.fastq	ZK22_155hm_20170530_PB_B_CELL_sampled_LT2796_FX38_i502_S2_L002_R1_001.fastq											15.5m 20170530 PB B CELL FX38     	3315377	4000000	82.884425	100	GAGTTC	15.5
zk22_12hm_PB_T_20170223_sampled_FX29_N726_S21_L001_R1_001.fastq	zk22_12hm_PB_T_20170223_sampled_FX29_N726_S21_L001_R1_001.fastq											12.5m T FX29     	2565217	4000000	64.130425	100	GAGTTC	12.5
zk22_12hm_PB_Mono_20170223_sampled_FX29_N728_S23_L001_R1_001.fastq	zk22_12hm_PB_Mono_20170223_sampled_FX29_N728_S23_L001_R1_001.fastq											12.5m Mono FX29     	2930707	4000000	73.267675	100	GAGTTC	12.5
zk22_12hm_PB_LINn_NKG2Ap_20170223_sampled_FX29_N729_S24_L001_R1_001.fastq	zk22_12hm_PB_LINn_NKG2Ap_20170223_sampled_FX29_N729_S24_L001_R1_001.fastq											12.5m LINn NKG2Ap FX29     	1547005	4000000	38.675125	100	GAGTTC	12.5
zk22_12hm_PB_B_20170223_sampled_FX29_N727_S22_L001_R1_001.fastq	zk22_12hm_PB_B_20170223_sampled_FX29_N727_S22_L001_R1_001.fastq											12.5m B FX29     	2994767	4000000	74.869175	100	GAGTTC	12.5
zk22_12hm_20170223_PBMC_trimmed_sampled_FX33_R14_S52_L004_R1_001.fastq	zk22_12hm_20170223_PBMC_trimmed_sampled_FX33_R14_S52_L004_R1_001.fastq											12.5m PBMC FX33     	3321592	4000000	83.0398	100	GAGTTC	12.5
zk22_12hm_20170223_PB_T_RNA_sampled_FX29_N705_S5_L001_R1_001.fastq	zk22_12hm_20170223_PB_T_RNA_sampled_FX29_N705_S5_L001_R1_001.fastq											12.5m T R FX29     	3085459	4000000	77.136475	100	GAGTTC	12.5
zk22_12hm_20170223_PB_RBC2_RNA_sampled_FX29_N704_S4_L001_R1_001.fastq	zk22_12hm_20170223_PB_RBC2_RNA_sampled_FX29_N704_S4_L001_R1_001.fastq											12.5m RBC2 R FX29     	1750698	4000000	43.76745	100	GAGTTC	12.5
zk22_12hm_20170223_PB_RBC1_RNA_sampled_FX29_N703_S3_L001_R1_001.fastq	zk22_12hm_20170223_PB_RBC1_RNA_sampled_FX29_N703_S3_L001_R1_001.fastq											12.5m RBC1 R FX29     	2851369	4000000	71.284225	100	GAGTTC	12.5
zk22_12hm_20170223_PB_NK_CD56sp_NKG2Ap_trimmed_sampled_FX33_R2_S46_L004_R1_001.fastq	zk22_12hm_20170223_PB_NK_CD56sp_NKG2Ap_trimmed_sampled_FX33_R2_S46_L004_R1_001.fastq											12.5m NK CD56sp NKG2Ap FX33     	1525858	4000000	38.14645	100	GAGTTC	12.5
zk22_12hm_20170223_PB_NK_CD16sp_NKG2Ap_trimmed_sampled_FX33_R1_S45_L004_R1_001.fastq	zk22_12hm_20170223_PB_NK_CD16sp_NKG2Ap_trimmed_sampled_FX33_R1_S45_L004_R1_001.fastq											12.5m NK CD16sp NKG2Ap FX33     	3246957	4000000	81.173925	100	GAGTTC	12.5
zk22_12hm_20170223_PB_Mono_RNA_sampled_FX29_N707_S7_L001_R1_001.fastq	zk22_12hm_20170223_PB_Mono_RNA_sampled_FX29_N707_S7_L001_R1_001.fastq											12.5m Mono R FX29     	3146352	4000000	78.6588	100	GAGTTC	12.5
zk22_12hm_20170223_PB_Grans2_RNA_sampled_FX29_N711_S9_L001_R1_001.fastq	zk22_12hm_20170223_PB_Grans2_RNA_sampled_FX29_N711_S9_L001_R1_001.fastq											12.5m Grans 2 R FX29     	1703161	4000000	42.579025	100	GAGTTC	12.5
zk22_12hm_20170223_PB_Grans1_RNA_sampled_FX29_N710_S8_L001_R1_001.fastq	zk22_12hm_20170223_PB_Grans1_RNA_sampled_FX29_N710_S8_L001_R1_001.fastq											12.5m Grans 1 R FX29     	2813147	4000000	70.328675	100	GAGTTC	12.5
zk22_12hm_20170223_PB_Gr_trimmed_sampled_FX33_R3_S47_L004_R1_001.fastq	zk22_12hm_20170223_PB_Gr_trimmed_sampled_FX33_R3_S47_L004_R1_001.fastq							Gr				12.5m Gr FX33     	3292699	4000000	82.317475	100	GAGTTC	12.5
zk22_12hm_20170223_PB_B_RNA_sampled_FX29_N706_S6_L001_R1_001.fastq	zk22_12hm_20170223_PB_B_RNA_sampled_FX29_N706_S6_L001_R1_001.fastq											12.5m B R FX29     	3152267	4000000	78.806675	100	GAGTTC	12.5
zk22_11hm_RBM_T_RNA_20170123_sampled_FX26_N716_S62_L007_R1_001.fastq	zk22_11hm_RBM_T_RNA_20170123_sampled_FX26_N716_S62_L007_R1_001.fastq											11.5m RBM T R     	1294103	4000000	32.352575	100	GAGTTC	11.5
zk22_11hm_RBM_T_20170123_sampled_FX26_N707_S59_L007_R1_001.fastq	zk22_11hm_RBM_T_20170123_sampled_FX26_N707_S59_L007_R1_001.fastq											11.5m RBM T     	2868605	4000000	71.715125	100	GAGTTC	11.5
zk22_11hm_RBM_NK_CD16sp_NKG2Ap_20170123_sampled_FX26_N712_S61_L007_R1_001.fastq	zk22_11hm_RBM_NK_CD16sp_NKG2Ap_20170123_sampled_FX26_N712_S61_L007_R1_001.fastq											11.5m RBM NK CD16sp NKG2Ap     	665705	4000000	16.642625	100	GAGTTC	11.5
zk22_11hm_RBM_Mono_RNA_20170123_sampled_FX26_N719_S64_L007_R1_001.fastq	zk22_11hm_RBM_Mono_RNA_20170123_sampled_FX26_N719_S64_L007_R1_001.fastq											11.5m RBM Mono R     	3070736	4000000	76.7684	100	GAGTTC	11.5
zk22_11hm_RBM_Gr_20170123_sampled_DE2242_CD143_N7012_S10_L008_R1_001.fastq	zk22_11hm_RBM_Gr_20170123_sampled_DE2242_CD143_N7012_S10_L008_R1_001.fastq											11.5m RBM Gr     	2286711	4000000	57.167775	100	GAGTTC	11.5
zk22_11hm_RBM_CD34p_20170123_sampled_DE2242_CD143_N7018_S14_L008_R1_001.fastq	zk22_11hm_RBM_CD34p_20170123_sampled_DE2242_CD143_N7018_S14_L008_R1_001.fastq											11.5m RBM CD34p     	2316318	4000000	57.90795	100	GAGTTC	11.5
zk22_11hm_RBM_CD34n_20170123_sampled_DE2242_CD143_N7014_S12_L008_R1_001.fastq	zk22_11hm_RBM_CD34n_20170123_sampled_DE2242_CD143_N7014_S12_L008_R1_001.fastq											11.5m RBM CD34n     	2904195	4000000	72.604875	100	GAGTTC	11.5
zk22_11hm_RBM_B_RNA_20170123_sampled_FX26_N718_S63_L007_R1_001.fastq	zk22_11hm_RBM_B_RNA_20170123_sampled_FX26_N718_S63_L007_R1_001.fastq											11.5m RBM B R     	3057751	4000000	76.443775	100	GAGTTC	11.5
zk22_11hm_RBM_B_20170123_sampled_FX26_N710_S60_L007_R1_001.fastq	zk22_11hm_RBM_B_20170123_sampled_FX26_N710_S60_L007_R1_001.fastq											11.5m RBM B     	2689959	4000000	67.248975	100	GAGTTC	11.5
zk22_11hm_PBMNC_20170123_sampled_DE2242_CD143_N707_S7_L008_R1_001.fastq	zk22_11hm_PBMNC_20170123_sampled_DE2242_CD143_N707_S7_L008_R1_001.fastq											11.5m PBMNC     	2866604	4000000	71.6651	100	GAGTTC	11.5
zk22_11hm_PB_T_RNA_20170123_sampled_FX28_N705_S5_L001_R1_001.fastq	zk22_11hm_PB_T_RNA_20170123_sampled_FX28_N705_S5_L001_R1_001.fastq											11.5m PB T R     	2956664	4000000	73.9166	100	GAGTTC	11.5
zk22_11hm_PB_T_20170123_sampled_FX28_N718_S13_L001_R1_001.fastq	zk22_11hm_PB_T_20170123_sampled_FX28_N718_S13_L001_R1_001.fastq											11.5m PB T     	2382279	4000000	59.556975	100	GAGTTC	11.5
zk22_11hm_PB_rbc2_RNA_20170123_sampled_FX25_N711_S8_L008_R1_001.fastq	zk22_11hm_PB_rbc2_RNA_20170123_sampled_FX25_N711_S8_L008_R1_001.fastq											11.5m PB rbc2 R     	2508590	4000000	62.71475	100	GAGTTC	11.5
zk22_11hm_PB_rbc1_RNA_20170123_sampled_FX25_N710_S7_L008_R1_001.fastq	zk22_11hm_PB_rbc1_RNA_20170123_sampled_FX25_N710_S7_L008_R1_001.fastq											11.5m PB rbc1 R     	2686991	4000000	67.174775	100	GAGTTC	11.5
zk22_11hm_PB_NK_CD56sp_20170123_sampled_FX28_N722_S17_L001_R1_001.fastq	zk22_11hm_PB_NK_CD56sp_20170123_sampled_FX28_N722_S17_L001_R1_001.fastq											11.5m PB NK CD56sp     	389421	4000000	9.735525	100	GAGTTC	11.5
zk22_11hm_PB_NK_CD16sp_NKP80p_20170123_sampled_FX28_N721_S16_L001_R1_001.fastq	zk22_11hm_PB_NK_CD16sp_NKP80p_20170123_sampled_FX28_N721_S16_L001_R1_001.fastq											11.5m PB NK CD16sp NKP80p     	1353502	4000000	33.83755	100	GAGTTC	11.5
zk22_11hm_PB_Mono_RNA_20170123_sampled_FX28_N707_S7_L001_R1_001.fastq	zk22_11hm_PB_Mono_RNA_20170123_sampled_FX28_N707_S7_L001_R1_001.fastq											11.5m PB Mono R     	2979225	4000000	74.480625	100	GAGTTC	11.5
zk22_11hm_PB_Mono_20170123_sampled_FX28_N720_S15_L001_R1_001.fastq	zk22_11hm_PB_Mono_20170123_sampled_FX28_N720_S15_L001_R1_001.fastq											11.5m PB Mono     	2252263	4000000	56.306575	100	GAGTTC	11.5
zk22_11hm_PB_Gr_20170123_sampled_DE2242_CD143_N7010_S8_L008_R1_001.fastq	zk22_11hm_PB_Gr_20170123_sampled_DE2242_CD143_N7010_S8_L008_R1_001.fastq											11.5m PB Gr     	2858404	4000000	71.4601	100	GAGTTC	11.5
zk22_11hm_PB_B_RNA_20170123_sampled_FX28_N706_S6_L001_R1_001.fastq	zk22_11hm_PB_B_RNA_20170123_sampled_FX28_N706_S6_L001_R1_001.fastq											11.5m PB B R     	3065465	4000000	76.636625	100	GAGTTC	11.5
zk22_11hm_PB_B_20170123_sampled_FX28_N719_S14_L001_R1_001.fastq	zk22_11hm_PB_B_20170123_sampled_FX28_N719_S14_L001_R1_001.fastq											11.5m PB B     	2463428	4000000	61.5857	100	GAGTTC	11.5
zk22_11hm_LBM_T_RNA_20170123_sampled_FX25_N715_S10_L008_R1_001.fastq	zk22_11hm_LBM_T_RNA_20170123_sampled_FX25_N715_S10_L008_R1_001.fastq											11.5m LBM T R     	2867415	4000000	71.685375	100	GAGTTC	11.5
zk22_11hm_LBM_T_20170123_sampled_FX25_N703_S3_L008_R1_001.fastq	zk22_11hm_LBM_T_20170123_sampled_FX25_N703_S3_L008_R1_001.fastq											11.5m LBM T     	2963467	4000000	74.086675	100	GAGTTC	11.5
zk22_11hm_LBM_rbc_RNA_20170123_sampled_FX25_N714_S9_L008_R1_001.fastq	zk22_11hm_LBM_rbc_RNA_20170123_sampled_FX25_N714_S9_L008_R1_001.fastq											11.5m rbc R     	2224476	4000000	55.6119	100	GAGTTC	11.5
zk22_11hm_LBM_nRBC_RNA_20170123_sampled_FX25_N720_S14_L008_R1_001.fastq	zk22_11hm_LBM_nRBC_RNA_20170123_sampled_FX25_N720_S14_L008_R1_001.fastq											11.5m LBM nRBC R     	904408	2551286	35.44910292	100	GAGTTC	11.5
zk22_11hm_LBM_nRBC_20170123_sampled_FX25_N707_S6_L008_R1_001.fastq	zk22_11hm_LBM_nRBC_20170123_sampled_FX25_N707_S6_L008_R1_001.fastq											11.5m LBM nRBC     	2530547	4000000	63.263675	100	GAGTTC	11.5
zk22_11hm_LBM_Mono_RNA_20170123_sampled_FX25_N718_S12_L008_R1_001.fastq	zk22_11hm_LBM_Mono_RNA_20170123_sampled_FX25_N718_S12_L008_R1_001.fastq											11.5m LBM Mono R     	2955023	4000000	73.875575	100	GAGTTC	11.5
zk22_11hm_LBM_Mono_20170123_sampled_FX25_N705_S5_L008_R1_001.fastq	zk22_11hm_LBM_Mono_20170123_sampled_FX25_N705_S5_L008_R1_001.fastq											11.5m LBM Mono     	2964834	4000000	74.12085	100	GAGTTC	11.5
zk22_11hm_LBM_Gr_RNA_20170123_sampled_FX25_N719_S13_L008_R1_001.fastq	zk22_11hm_LBM_Gr_RNA_20170123_sampled_FX25_N719_S13_L008_R1_001.fastq											11.5m LBM Gr R     	2154157	4000000	53.853925	100	GAGTTC	11.5
zk22_11hm_LBM_Gr_20170123_sampled_DE2242_CD143_N7011_S9_L008_R1_001.fastq	zk22_11hm_LBM_Gr_20170123_sampled_DE2242_CD143_N7011_S9_L008_R1_001.fastq											11.5m LBM Gr     	2846960	4000000	71.174	100	GAGTTC	11.5
zk22_11hm_LBM_CD34p_20170123_sampled_DE2242_CD143_N7015_S13_L008_R1_001.fastq	zk22_11hm_LBM_CD34p_20170123_sampled_DE2242_CD143_N7015_S13_L008_R1_001.fastq											11.5m LBM CD34p     	2502545	4000000	62.563625	100	GAGTTC	11.5
zk22_11hm_LBM_CD34n_20170123_sampled_DE2242_CD143_N7013_S11_L008_R1_001.fastq	zk22_11hm_LBM_CD34n_20170123_sampled_DE2242_CD143_N7013_S11_L008_R1_001.fastq											11.5m LBM CD34n     	2737978	4000000	68.44945	100	GAGTTC	11.5
zk22_11hm_LBM_B_RNA_20170123_sampled_FX25_N716_S11_L008_R1_001.fastq	zk22_11hm_LBM_B_RNA_20170123_sampled_FX25_N716_S11_L008_R1_001.fastq											11.5m LBM B R     	2766391	4000000	69.159775	100	GAGTTC	11.5
zk22_11hm_LBM_B_20170123_sampled_FX25_N704_S4_L008_R1_001.fastq	zk22_11hm_LBM_B_20170123_sampled_FX25_N704_S4_L008_R1_001.fastq											11.5m LBM B     	2736143	4000000	68.403575	100	GAGTTC	11.5
zk22_11hm_20170123_PB_PLT_RNA_trimmed_sampled_FX35_R24_S86_L006_R1_001.fastq	zk22_11hm_20170123_PB_PLT_RNA_trimmed_sampled_FX35_R24_S86_L006_R1_001.fastq											11.5m PLT R FX35     	1178545	4000000	29.463625	100	GAGTTC	11.5
zk22_11072017_Gr_sampled_CD154_i521_S17_L007_R1_001.fastq	zk22_11072017_Gr_sampled_CD154_i521_S17_L007_R1_001.fastq							Gr				 21m 11072017 Gr CD154	3266826	4000000	81.67065	100	GAGTTC	21
zk22_11072017_CD3p_sampled_CD155_i510_S32_L008_R1_001.fastq	zk22_11072017_CD3p_sampled_CD155_i510_S32_L008_R1_001.fastq											 21m 11072017 CD3+ CD155	3330611	4000000	83.265275	100	GAGTTC	21
zk22_11072017_CD20p_sampled_CD155_i511_S33_L008_R1_001.fastq	zk22_11072017_CD20p_sampled_CD155_i511_S33_L008_R1_001.fastq											 21m 11072017 CD20+ CD155 	3306846	4000000	82.67115	100	GAGTTC	21
zk22_11072017_CD14p_sampled_CD155_i512_S34_L008_R1_001.fastq	zk22_11072017_CD14p_sampled_CD155_i512_S34_L008_R1_001.fastq											 21m 11072017 CD14+ CD155 	3279097	4000000	81.977425	100	GAGTTC	21
zk22_11072017__CD56pNKG2p_sampled_CD155_i523_S43_L008_R1_001.fastq	zk22_11072017__CD56pNKG2p_sampled_CD155_i523_S43_L008_R1_001.fastq											 21m 11072017  CD56+NKG2+ CD155 	3338822	4000000	83.47055	100	GAGTTC	21
zk22_11072017__CD16pNKG2p_sampled_CD155_i514_S35_L008_R1_001.fastq	zk22_11072017__CD16pNKG2p_sampled_CD155_i514_S35_L008_R1_001.fastq											 21m 11072017  CD16+NKG2+ CD155 	3262888	4000000	81.5722	100	GAGTTC	21
zk22_10242017_NKG2ApTetp_sampled_CD155_i524_S44_L008_R1_001.fastq	zk22_10242017_NKG2ApTetp_sampled_CD155_i524_S44_L008_R1_001.fastq											 20.5m 10242017 NKG2A+Tet+ CD155 	3555482	4000000	88.88705	100	GAGTTC	20.5
zk22_10242017_NKG2ApTet__sampled_CD155_i519_S39_L008_R1_001.fastq	zk22_10242017_NKG2ApTet__sampled_CD155_i519_S39_L008_R1_001.fastq											 20.5m 10242017 NKG2A+Tet- CD155 	3280480	4000000	82.012	100	GAGTTC	20.5
